State,County,FIPSCODE,percent
Illinois,Moultrie County,05000US17139,10.2
Illinois,Ogle County,05000US17141,10.4
Illinois,Peoria County,05000US17143,9.6
Illinois,Perry County,05000US17145,10.6
Illinois,Piatt County,05000US17147,10.7
Illinois,Pike County,05000US17149,12
Illinois,Pope County,05000US17151,10.9
Illinois,Pulaski County,05000US17153,12.1
Illinois,Putnam County,05000US17155,10.5
Illinois,Randolph County,05000US17157,10.1
Illinois,Richland County,05000US17159,11
Illinois,Rock Island County,05000US17161,10.8
Illinois,St. Clair County,05000US17163,12.7
Illinois,Saline County,05000US17165,12
Illinois,Sangamon County,05000US17167,10.7
Illinois,Schuyler County,05000US17169,10.6
Illinois,Scott County,05000US17171,9.9
Illinois,Shelby County,05000US17173,10.1
Illinois,Stark County,05000US17175,12.2
Illinois,Stephenson County,05000US17177,12.5
Illinois,Tazewell County,05000US17179,9.6
Illinois,Union County,05000US17181,11.9
Illinois,Vermilion County,05000US17183,12.7
Illinois,Wabash County,05000US17185,12.6
Illinois,Warren County,05000US17187,10.5
Illinois,Washington County,05000US17189,10.5
Illinois,Wayne County,05000US17191,10.3
Illinois,White County,05000US17193,10.6
Illinois,Whiteside County,05000US17195,10.5
Illinois,Will County,05000US17197,8.5
Illinois,Williamson County,05000US17199,10.5
Illinois,Winnebago County,05000US17201,11.7
Illinois,Woodford County,05000US17203,9.6
Indiana,Adams County,05000US18001,13.9
Indiana,Allen County,05000US18003,10.3
Indiana,Bartholomew County,05000US18005,10.5
Indiana,Benton County,05000US18007,12.1
Indiana,Blackford County,05000US18009,13.7
Indiana,Boone County,05000US18011,10.4
Indiana,Brown County,05000US18013,12.6
Indiana,Carroll County,05000US18015,13.4
Indiana,Cass County,05000US18017,9.8
Indiana,Clark County,05000US18019,12.4
Indiana,Clay County,05000US18021,11.9
Indiana,Clinton County,05000US18023,12.5
Indiana,Crawford County,05000US18025,13
Indiana,Daviess County,05000US18027,12.9
Indiana,Dearborn County,05000US18029,13.1
Indiana,Decatur County,05000US18031,14.7
Indiana,DeKalb County,05000US18033,10
Indiana,Delaware County,05000US18035,12.5
Indiana,Dubois County,05000US18037,10.3
Indiana,Elkhart County,05000US18039,10.2
Indiana,Fayette County,05000US18041,12.2
Indiana,Floyd County,05000US18043,10.2
Indiana,Fountain County,05000US18045,13.9
Indiana,Franklin County,05000US18047,11
Indiana,Fulton County,05000US18049,11.4
Indiana,Gibson County,05000US18051,13.4
Indiana,Grant County,05000US18053,14.8
Indiana,Greene County,05000US18055,13.3
Indiana,Hamilton County,05000US18057,8.6
Indiana,Hancock County,05000US18059,12.4
Indiana,Harrison County,05000US18061,12.8
Indiana,Hendricks County,05000US18063,10
Indiana,Henry County,05000US18065,13.4
Indiana,Howard County,05000US18067,13.1
Indiana,Huntington County,05000US18069,12.7
Indiana,Jackson County,05000US18071,12.4
Indiana,Jasper County,05000US18073,11.3
Indiana,Jay County,05000US18075,15
Indiana,Jefferson County,05000US18077,12.5
Indiana,Jennings County,05000US18079,12.3
Indiana,Johnson County,05000US18081,10.7
Indiana,Knox County,05000US18083,11
Indiana,Kosciusko County,05000US18085,10.4
Indiana,LaGrange County,05000US18087,11.2
Indiana,Lake County,05000US18089,12.2
Indiana,LaPorte County,05000US18091,10.8
Indiana,Lawrence County,05000US18093,15.1
Indiana,Madison County,05000US18095,12.2
Indiana,Marion County,05000US18097,10.5
Indiana,Marshall County,05000US18099,11.1
Indiana,Martin County,05000US18101,15.6
Indiana,Miami County,05000US18103,11.6
Indiana,Monroe County,05000US18105,7.7
Indiana,Montgomery County,05000US18107,11.8
Indiana,Morgan County,05000US18109,14
Indiana,Newton County,05000US18111,11.6
Indiana,Noble County,05000US18113,11.8
Indiana,Ohio County,05000US18115,12.4
Indiana,Orange County,05000US18117,11.6
Indiana,Owen County,05000US18119,14.1
Indiana,Parke County,05000US18121,12.5
Indiana,Perry County,05000US18123,12.6
Indiana,Pike County,05000US18125,12.6
Indiana,Porter County,05000US18127,9.4
Indiana,Posey County,05000US18129,12.7
Indiana,Pulaski County,05000US18131,12.2
Indiana,Putnam County,05000US18133,10
Indiana,Randolph County,05000US18135,14.2
Indiana,Ripley County,05000US18137,13.7
Indiana,Rush County,05000US18139,14
Indiana,St. Joseph County,05000US18141,9.9
Indiana,Scott County,05000US18143,12.7
Indiana,Shelby County,05000US18145,11.4
Indiana,Spencer County,05000US18147,10.8
Indiana,Starke County,05000US18149,13.6
Indiana,Steuben County,05000US18151,10.4
Indiana,Sullivan County,05000US18153,13
Indiana,Switzerland County,05000US18155,13.4
Indiana,Tippecanoe County,05000US18157,6.9
Indiana,Tipton County,05000US18159,10.8
Indiana,Union County,05000US18161,12.8
Indiana,Vanderburgh County,05000US18163,11.9
Indiana,Vermillion County,05000US18165,14.3
Indiana,Vigo County,05000US18167,11.5
Indiana,Wabash County,05000US18169,13.9
Indiana,Warren County,05000US18171,12.2
Indiana,Warrick County,05000US18173,10.9
Indiana,Washington County,05000US18175,10.9
Indiana,Wayne County,05000US18177,11.5
Indiana,Wells County,05000US18179,11.8
Indiana,White County,05000US18181,14.5
Indiana,Whitley County,05000US18183,10.6
Iowa,Adair County,05000US19001,11.6
Iowa,Adams County,05000US19003,10.1
Iowa,Allamakee County,05000US19005,9.1
Iowa,Appanoose County,05000US19007,11.6
Iowa,Audubon County,05000US19009,11.7
Iowa,Benton County,05000US19011,10
Iowa,Black Hawk County,05000US19013,9.5
Iowa,Boone County,05000US19015,9.1
Iowa,Bremer County,05000US19017,9.4
Iowa,Buchanan County,05000US19019,9.5
Iowa,Buena Vista County,05000US19021,10.1
Iowa,Butler County,05000US19023,10
Iowa,Calhoun County,05000US19025,10.7
Iowa,Carroll County,05000US19027,8.9
Iowa,Cass County,05000US19029,10.7
Iowa,Cedar County,05000US19031,10.6
Iowa,Cerro Gordo County,05000US19033,10.4
Iowa,Cherokee County,05000US19035,11.3
Iowa,Chickasaw County,05000US19037,10.4
Iowa,Clarke County,05000US19039,10.2
Iowa,Clay County,05000US19041,9.3
Iowa,Clayton County,05000US19043,9.2
Iowa,Clinton County,05000US19045,12.1
Iowa,Crawford County,05000US19047,11.7
Iowa,Dallas County,05000US19049,8.4
Iowa,Davis County,05000US19051,10.6
Iowa,Decatur County,05000US19053,9.7
Iowa,Delaware County,05000US19055,10.6
Iowa,Des Moines County,05000US19057,11.1
Iowa,Dickinson County,05000US19059,9.6
Iowa,Dubuque County,05000US19061,9.6
Iowa,Emmet County,05000US19063,10.7
Iowa,Fayette County,05000US19065,10.4
Iowa,Floyd County,05000US19067,12.1
Iowa,Franklin County,05000US19069,10.2
Iowa,Fremont County,05000US19071,9.5
Iowa,Greene County,05000US19073,10.4
Iowa,Grundy County,05000US19075,11
Iowa,Guthrie County,05000US19077,9.4
Iowa,Hamilton County,05000US19079,10.3
Iowa,Hancock County,05000US19081,9.9
Iowa,Hardin County,05000US19083,10.5
Iowa,Harrison County,05000US19085,11.7
Iowa,Henry County,05000US19087,11.5
Iowa,Howard County,05000US19089,10.3
Iowa,Humboldt County,05000US19091,9.7
Iowa,Ida County,05000US19093,10.1
Iowa,Iowa County,05000US19095,8.7
Iowa,Jackson County,05000US19097,11.7
Iowa,Jasper County,05000US19099,9.7
Iowa,Jefferson County,05000US19101,10.6
Iowa,Johnson County,05000US19103,5.4
Iowa,Jones County,05000US19105,10.2
Iowa,Keokuk County,05000US19107,11
Iowa,Kossuth County,05000US19109,11
Iowa,Lee County,05000US19111,11.1
Iowa,Linn County,05000US19113,10.3
Iowa,Louisa County,05000US19115,9.8
Iowa,Lucas County,05000US19117,11.6
Iowa,Lyon County,05000US19119,9.3
Iowa,Madison County,05000US19121,10
Iowa,Mahaska County,05000US19123,10.1
Iowa,Marion County,05000US19125,9.8
Iowa,Marshall County,05000US19127,10.7
Iowa,Mills County,05000US19129,10.9
Iowa,Mitchell County,05000US19131,9.7
Iowa,Monona County,05000US19133,11.8
Iowa,Monroe County,05000US19135,10.7
Iowa,Montgomery County,05000US19137,10.5
Iowa,Muscatine County,05000US19139,9.2
Iowa,O'Brien County,05000US19141,9.6
Iowa,Osceola County,05000US19143,11.5
Iowa,Page County,05000US19145,12
Iowa,Palo Alto County,05000US19147,10.6
Iowa,Plymouth County,05000US19149,9.8
Iowa,Pocahontas County,05000US19151,11.9
Iowa,Polk County,05000US19153,8.6
Iowa,Pottawattamie County,05000US19155,11.5
Iowa,Poweshiek County,05000US19157,10.5
Iowa,Ringgold County,05000US19159,11.4
Iowa,Sac County,05000US19161,10.4
Iowa,Scott County,05000US19163,8.7
Iowa,Shelby County,05000US19165,11
Iowa,Sioux County,05000US19167,8.9
Iowa,Story County,05000US19169,6.7
Iowa,Tama County,05000US19171,9.9
Iowa,Taylor County,05000US19173,10.2
Iowa,Union County,05000US19175,11.8
Iowa,Van Buren County,05000US19177,9.9
Iowa,Wapello County,05000US19179,12.8
Iowa,Warren County,05000US19181,10.4
Iowa,Washington County,05000US19183,9.4
Iowa,Wayne County,05000US19185,11.6
Iowa,Webster County,05000US19187,10
Iowa,Winnebago County,05000US19189,9.7
Iowa,Winneshiek County,05000US19191,7.9
Iowa,Woodbury County,05000US19193,10.1
Iowa,Worth County,05000US19195,11.9
Iowa,Wright County,05000US19197,10.7
Kansas,Allen County,05000US20001,10.9
Kansas,Anderson County,05000US20003,9.8
Kansas,Atchison County,05000US20005,8.7
Kansas,Barber County,05000US20007,9.1
Kansas,Barton County,05000US20009,9.5
Kansas,Bourbon County,05000US20011,13
Kansas,Brown County,05000US20013,11.7
Kansas,Butler County,05000US20015,9.9
Kansas,Chase County,05000US20017,11.9
Kansas,Chautauqua County,05000US20019,12.6
Kansas,Cherokee County,05000US20021,12.2
Kansas,Cheyenne County,05000US20023,13.7
Kansas,Clark County,05000US20025,11.8
Kansas,Clay County,05000US20027,14.1
Kansas,Cloud County,05000US20029,12.6
Kansas,Coffey County,05000US20031,9.9
Kansas,Comanche County,05000US20033,11.1
Kansas,Cowley County,05000US20035,11.2
Kansas,Crawford County,05000US20037,11.5
Kansas,Decatur County,05000US20039,12.5
Kansas,Dickinson County,05000US20041,11
Kansas,Doniphan County,05000US20043,9.7
Kansas,Douglas County,05000US20045,6.5
Kansas,Edwards County,05000US20047,10.6
Kansas,Elk County,05000US20049,12.4
Kansas,Ellis County,05000US20051,8.9
Kansas,Ellsworth County,05000US20053,11.7
Kansas,Finney County,05000US20055,9.5
Kansas,Ford County,05000US20057,8.7
Kansas,Franklin County,05000US20059,8.9
Kansas,Geary County,05000US20061,7.9
Kansas,Gove County,05000US20063,11.9
Kansas,Graham County,05000US20065,11.1
Kansas,Grant County,05000US20067,7.8
Kansas,Gray County,05000US20069,9.3
Kansas,Greeley County,05000US20071,10.7
Kansas,Greenwood County,05000US20073,12.8
Kansas,Hamilton County,05000US20075,8.9
Kansas,Harper County,05000US20077,11
Kansas,Harvey County,05000US20079,10.3
Kansas,Haskell County,05000US20081,9.8
Kansas,Hodgeman County,05000US20083,13.7
Kansas,Jackson County,05000US20085,10.4
Kansas,Jefferson County,05000US20087,10
Kansas,Jewell County,05000US20089,13
Kansas,Johnson County,05000US20091,7.5
Kansas,Kearny County,05000US20093,9.8
Kansas,Kingman County,05000US20095,13.5
Kansas,Kiowa County,05000US20097,10.3
Kansas,Labette County,05000US20099,11.3
Kansas,Lane County,05000US20101,11.8
Kansas,Leavenworth County,05000US20103,10.3
Kansas,Lincoln County,05000US20105,10.4
Kansas,Linn County,05000US20107,12
Kansas,Logan County,05000US20109,13.5
Kansas,Lyon County,05000US20111,10.4
Kansas,McPherson County,05000US20113,9.5
Kansas,Marion County,05000US20115,9.4
Kansas,Marshall County,05000US20117,9.5
Kansas,Meade County,05000US20119,9.5
Kansas,Miami County,05000US20121,11
Kansas,Mitchell County,05000US20123,12.4
Kansas,Montgomery County,05000US20125,14.3
Kansas,Morris County,05000US20127,12.3
Kansas,Morton County,05000US20129,11.1
Kansas,Nemaha County,05000US20131,8.9
Kansas,Neosho County,05000US20133,12.2
Kansas,Ness County,05000US20135,10.8
Kansas,Norton County,05000US20137,10.7
Kansas,Osage County,05000US20139,11.5
Kansas,Osborne County,05000US20141,12.1
Kansas,Ottawa County,05000US20143,12.1
Kansas,Pawnee County,05000US20145,12.8
Kansas,Phillips County,05000US20147,11.2
Kansas,Pottawatomie County,05000US20149,10.5
Kansas,Pratt County,05000US20151,11.7
Kansas,Rawlins County,05000US20153,12.3
Kansas,Reno County,05000US20155,11.9
Kansas,Republic County,05000US20157,10.8
Kansas,Rice County,05000US20159,11.3
Kansas,Riley County,05000US20161,5.6
Kansas,Rooks County,05000US20163,10.5
Kansas,Rush County,05000US20165,11.2
Kansas,Russell County,05000US20167,11.6
Kansas,Saline County,05000US20169,11.3
Kansas,Scott County,05000US20171,9.7
Kansas,Sedgwick County,05000US20173,10.8
Kansas,Seward County,05000US20175,8.3
Kansas,Shawnee County,05000US20177,10.7
Kansas,Sheridan County,05000US20179,11.8
Kansas,Sherman County,05000US20181,9.4
Kansas,Smith County,05000US20183,10.6
Kansas,Stafford County,05000US20185,11.9
Kansas,Stanton County,05000US20187,11.1
Kansas,Stevens County,05000US20189,10
Kansas,Sumner County,05000US20191,11.1
Kansas,Thomas County,05000US20193,8.7
Kansas,Trego County,05000US20195,11.1
Kansas,Wabaunsee County,05000US20197,9.7
Kansas,Wallace County,05000US20199,11.7
Kansas,Washington County,05000US20201,12.7
Kansas,Wichita County,05000US20203,10.8
Kansas,Wilson County,05000US20205,13.6
Kansas,Woodson County,05000US20207,11.7
Kansas,Wyandotte County,05000US20209,11.9
Kentucky,Adair County,05000US21001,15.1
Kentucky,Allen County,05000US21003,13.7
Kentucky,Anderson County,05000US21005,12.2
Kentucky,Ballard County,05000US21007,13.2
Kentucky,Barren County,05000US21009,13.4
Kentucky,Bath County,05000US21011,14.1
Kentucky,Bell County,05000US21013,14.6
Kentucky,Boone County,05000US21015,11.9
Kentucky,Bourbon County,05000US21017,13.8
Kentucky,Boyd County,05000US21019,15.7
Kentucky,Boyle County,05000US21021,11.2
Kentucky,Bracken County,05000US21023,14.6
Kentucky,Breathitt County,05000US21025,15.7
Kentucky,Breckinridge County,05000US21027,14.8
Kentucky,Bullitt County,05000US21029,13.2
Kentucky,Butler County,05000US21031,14.1
Kentucky,Caldwell County,05000US21033,12.6
Kentucky,Calloway County,05000US21035,10.3
Kentucky,Campbell County,05000US21037,10.9
Kentucky,Carlisle County,05000US21039,13.1
Kentucky,Carroll County,05000US21041,12.5
Kentucky,Carter County,05000US21043,14.3
Kentucky,Casey County,05000US21045,14.4
Kentucky,Christian County,05000US21047,10.8
Kentucky,Clark County,05000US21049,12.4
Kentucky,Clay County,05000US21051,14.1
Kentucky,Clinton County,05000US21053,12.7
Kentucky,Crittenden County,05000US21055,13.9
Kentucky,Cumberland County,05000US21057,13.6
Kentucky,Daviess County,05000US21059,11.3
Kentucky,Edmonson County,05000US21061,16.1
Kentucky,Elliott County,05000US21063,13.2
Kentucky,Estill County,05000US21065,14.6
Kentucky,Fayette County,05000US21067,9
Kentucky,Fleming County,05000US21069,13.5
Kentucky,Floyd County,05000US21071,13.4
Kentucky,Franklin County,05000US21073,13.4
Kentucky,Fulton County,05000US21075,14.6
Kentucky,Gallatin County,05000US21077,12.6
Kentucky,Garrard County,05000US21079,12.8
Kentucky,Grant County,05000US21081,12.7
Kentucky,Graves County,05000US21083,10.7
Kentucky,Grayson County,05000US21085,14.7
Kentucky,Green County,05000US21087,13.3
Kentucky,Greenup County,05000US21089,14.4
Kentucky,Hancock County,05000US21091,13.9
Kentucky,Hardin County,05000US21093,11.6
Kentucky,Harlan County,05000US21095,16.9
Kentucky,Harrison County,05000US21097,13.1
Kentucky,Hart County,05000US21099,13.1
Kentucky,Henderson County,05000US21101,14
Kentucky,Henry County,05000US21103,11.4
Kentucky,Hickman County,05000US21105,14.1
Kentucky,Hopkins County,05000US21107,13.3
Kentucky,Jackson County,05000US21109,13.7
Kentucky,Jefferson County,05000US21111,11.9
Kentucky,Jessamine County,05000US21113,9.3
Kentucky,Johnson County,05000US21115,15.3
Kentucky,Kenton County,05000US21117,10.8
Kentucky,Knott County,05000US21119,16.1
Kentucky,Knox County,05000US21121,16.2
Kentucky,Larue County,05000US21123,13.7
Kentucky,Laurel County,05000US21125,14.2
Kentucky,Lawrence County,05000US21127,17.7
Kentucky,Lee County,05000US21129,16
Kentucky,Leslie County,05000US21131,16
Kentucky,Letcher County,05000US21133,17.5
Kentucky,Lewis County,05000US21135,14.6
Kentucky,Lincoln County,05000US21137,12.3
Kentucky,Livingston County,05000US21139,12.3
Kentucky,Logan County,05000US21141,11.8
Kentucky,Lyon County,05000US21143,14.3
Kentucky,McCracken County,05000US21145,11.5
Kentucky,McCreary County,05000US21147,15.6
Kentucky,McLean County,05000US21149,17.5
Kentucky,Madison County,05000US21151,10.5
Kentucky,Magoffin County,05000US21153,13.4
Kentucky,Marion County,05000US21155,11.1
Kentucky,Marshall County,05000US21157,11.1
Kentucky,Martin County,05000US21159,13.9
Kentucky,Mason County,05000US21161,13
Kentucky,Meade County,05000US21163,11.6
Kentucky,Menifee County,05000US21165,12.3
Kentucky,Mercer County,05000US21167,12.2
Kentucky,Metcalfe County,05000US21169,15.7
Kentucky,Monroe County,05000US21171,13.3
Kentucky,Montgomery County,05000US21173,13.3
Kentucky,Morgan County,05000US21175,14.7
Kentucky,Muhlenberg County,05000US21177,12.4
Kentucky,Nelson County,05000US21179,11.3
Kentucky,Nicholas County,05000US21181,12.5
Kentucky,Ohio County,05000US21183,16
Kentucky,Oldham County,05000US21185,10.3
Kentucky,Owen County,05000US21187,11.4
Kentucky,Owsley County,05000US21189,13.1
Kentucky,Pendleton County,05000US21191,15
Kentucky,Perry County,05000US21193,14.5
Kentucky,Pike County,05000US21195,16.1
Kentucky,Powell County,05000US21197,13.4
Kentucky,Pulaski County,05000US21199,13.4
Kentucky,Robertson County,05000US21201,13.7
Kentucky,Rockcastle County,05000US21203,13.2
Kentucky,Rowan County,05000US21205,11.1
Kentucky,Russell County,05000US21207,12.2
Kentucky,Scott County,05000US21209,10.6
Kentucky,Shelby County,05000US21211,11.6
Kentucky,Simpson County,05000US21213,11.6
Kentucky,Spencer County,05000US21215,12.3
Kentucky,Taylor County,05000US21217,14
Kentucky,Todd County,05000US21219,12.2
Kentucky,Trigg County,05000US21221,13.8
Kentucky,Trimble County,05000US21223,12.8
Kentucky,Union County,05000US21225,11.6
Kentucky,Warren County,05000US21227,9.2
Kentucky,Washington County,05000US21229,13.2
Kentucky,Wayne County,05000US21231,14.2
Kentucky,Webster County,05000US21233,13.9
Kentucky,Whitley County,05000US21235,13.5
Kentucky,Wolfe County,05000US21237,12.6
Kentucky,Woodford County,05000US21239,12.4
Louisiana,Acadia Parish,05000US22001,12.9
Louisiana,Allen Parish,05000US22003,11.2
Louisiana,Ascension Parish,05000US22005,11
Louisiana,Assumption Parish,05000US22007,14.4
Louisiana,Avoyelles Parish,05000US22009,14.2
Louisiana,Beauregard Parish,05000US22011,12.6
Louisiana,Bienville Parish,05000US22013,14
Louisiana,Bossier Parish,05000US22015,12
Louisiana,Caddo Parish,05000US22017,12
Louisiana,Calcasieu Parish,05000US22019,11.6
Louisiana,Caldwell Parish,05000US22021,12.1
Louisiana,Cameron Parish,05000US22023,11.7
Louisiana,Catahoula Parish,05000US22025,11
Louisiana,Claiborne Parish,05000US22027,12
Louisiana,Concordia Parish,05000US22029,14.5
Louisiana,De Soto Parish,05000US22031,14.1
Louisiana,East Baton Rouge Parish,05000US22033,11.6
Louisiana,East Carroll Parish,05000US22035,16.3
Louisiana,East Feliciana Parish,05000US22037,17.2
Louisiana,Evangeline Parish,05000US22039,12.3
Louisiana,Franklin Parish,05000US22041,13.5
Louisiana,Grant Parish,05000US22043,12
Louisiana,Iberia Parish,05000US22045,12.9
Louisiana,Iberville Parish,05000US22047,12.7
Louisiana,Jackson Parish,05000US22049,13.6
Louisiana,Jefferson Parish,05000US22051,11.6
Louisiana,Jefferson Davis Parish,05000US22053,13.2
Louisiana,Lafayette Parish,05000US22055,10.1
Louisiana,Lafourche Parish,05000US22057,10.9
Louisiana,La Salle Parish,05000US22059,12.6
Louisiana,Lincoln Parish,05000US22061,10.2
Louisiana,Livingston Parish,05000US22063,12.4
Louisiana,Madison Parish,05000US22065,11.1
Louisiana,Morehouse Parish,05000US22067,16
Louisiana,Natchitoches Parish,05000US22069,13
Louisiana,Orleans Parish,05000US22071,11.9
Louisiana,Ouachita Parish,05000US22073,11.8
Louisiana,Plaquemines Parish,05000US22075,10.6
Louisiana,Pointe Coupee Parish,05000US22077,11.5
Louisiana,Rapides Parish,05000US22079,13.2
Louisiana,Red River Parish,05000US22081,13
Louisiana,Richland Parish,05000US22083,13.8
Louisiana,Sabine Parish,05000US22085,14.8
Louisiana,St. Bernard Parish,05000US22087,13.8
Louisiana,St. Charles Parish,05000US22089,11.3
Louisiana,St. Helena Parish,05000US22091,15.8
Louisiana,St. James Parish,05000US22093,14.6
Louisiana,St. John the Baptist Pa,05000US22095,14.4
Louisiana,St. Landry Parish,05000US22097,13.9
Louisiana,St. Martin Parish,05000US22099,10.7
Louisiana,St. Mary Parish,05000US22101,15
Louisiana,St. Tammany Parish,05000US22103,9.6
Louisiana,Tangipahoa Parish,05000US22105,11.9
Louisiana,Tensas Parish,05000US22107,16.3
Louisiana,Terrebonne Parish,05000US22109,11.7
Louisiana,Union Parish,05000US22111,15.6
Louisiana,Vermilion Parish,05000US22113,10.9
Louisiana,Vernon Parish,05000US22115,12.3
Louisiana,Washington Parish,05000US22117,15
Louisiana,Webster Parish,05000US22119,12.9
Louisiana,West Baton Rouge Parish,05000US22121,14.2
Louisiana,West Carroll Parish,05000US22123,15.5
Louisiana,West Feliciana Parish,05000US22125,12.2
Louisiana,Winn Parish,05000US22127,12.5
Maine,Androscoggin County,05000US23001,11.2
Maine,Aroostook County,05000US23003,13.3
Maine,Cumberland County,05000US23005,7.9
Maine,Franklin County,05000US23007,9.4
Maine,Hancock County,05000US23009,8.5
Maine,Kennebec County,05000US23011,10.8
Maine,Knox County,05000US23013,7.5
Maine,Lincoln County,05000US23015,9
Maine,Oxford County,05000US23017,10.9
Maine,Penobscot County,05000US23019,10.5
Maine,Piscataquis County,05000US23021,12.3
Maine,Sagadahoc County,05000US23023,9.4
Maine,Somerset County,05000US23025,11.5
Maine,Waldo County,05000US23027,9.8
Maine,Washington County,05000US23029,11.4
Maine,York County,05000US23031,9.7
Maryland,Allegany County,05000US24001,12.8
Maryland,Anne Arundel County,05000US24003,9.3
Maryland,Baltimore County,05000US24005,10.4
Maryland,Calvert County,05000US24009,9.1
Maryland,Caroline County,05000US24011,11.9
Maryland,Carroll County,05000US24013,9.5
Maryland,Cecil County,05000US24015,11.2
Maryland,Charles County,05000US24017,11.4
Maryland,Dorchester County,05000US24019,15.5
Maryland,Frederick County,05000US24021,9
Maryland,Garrett County,05000US24023,12.2
Maryland,Harford County,05000US24025,9.4
Maryland,Howard County,05000US24027,7.5
Maryland,Kent County,05000US24029,9.9
Maryland,Montgomery County,05000US24031,7.6
Maryland,Prince George's County,05000US24033,11.8
Maryland,Queen Anne's County,05000US24035,9.9
Maryland,St. Mary's County,05000US24037,11
Maryland,Somerset County,05000US24039,13.7
Maryland,Talbot County,05000US24041,11.4
Maryland,Washington County,05000US24043,12.8
Maryland,Wicomico County,05000US24045,12.3
Maryland,Worcester County,05000US24047,13.6
Maryland,Baltimore city,05000US24510,12.3
Massachusetts,Barnstable County,05000US25001,8.6
Massachusetts,Berkshire County,05000US25003,9.7
Massachusetts,Bristol County,05000US25005,11.1
Massachusetts,Dukes County,05000US25007,8
Massachusetts,Essex County,05000US25009,10.3
Massachusetts,Franklin County,05000US25011,8.3
Massachusetts,Hampden County,05000US25013,11.1
Massachusetts,Hampshire County,05000US25015,6.8
Massachusetts,Middlesex County,05000US25017,8.3
Massachusetts,Nantucket County,05000US25019,8.1
Massachusetts,Norfolk County,05000US25021,8.6
Massachusetts,Plymouth County,05000US25023,10.7
Massachusetts,Suffolk County,05000US25025,7.5
Massachusetts,Worcester County,05000US25027,9.7
Michigan,Alcona County,05000US26001,14
Michigan,Alger County,05000US26003,11
Michigan,Allegan County,05000US26005,10.3
Michigan,Alpena County,05000US26007,11.4
Michigan,Antrim County,05000US26009,12.9
Michigan,Arenac County,05000US26011,14.6
Michigan,Baraga County,05000US26013,11
Michigan,Barry County,05000US26015,9.6
Michigan,Bay County,05000US26017,11.3
Michigan,Benzie County,05000US26019,12.6
Michigan,Berrien County,05000US26021,12.5
Michigan,Branch County,05000US26023,10
Michigan,Calhoun County,05000US26025,12.5
Michigan,Cass County,05000US26027,12.2
Michigan,Charlevoix County,05000US26029,10
Michigan,Cheboygan County,05000US26031,12.1
Michigan,Chippewa County,05000US26033,12.1
Michigan,Clare County,05000US26035,11.9
Michigan,Clinton County,05000US26037,10.6
Michigan,Crawford County,05000US26039,11.1
Michigan,Delta County,05000US26041,12.3
Michigan,Dickinson County,05000US26043,12.7
Michigan,Eaton County,05000US26045,11.4
Michigan,Emmet County,05000US26047,9.2
Michigan,Genesee County,05000US26049,12.2
Michigan,Gladwin County,05000US26051,13.8
Michigan,Gogebic County,05000US26053,11.4
Michigan,Grand Traverse County,05000US26055,9
Michigan,Gratiot County,05000US26057,9.9
Michigan,Hillsdale County,05000US26059,11
Michigan,Houghton County,05000US26061,9.7
Michigan,Huron County,05000US26063,10.8
Michigan,Ingham County,05000US26065,9.2
Michigan,Ionia County,05000US26067,10.3
Michigan,Iosco County,05000US26069,12.9
Michigan,Iron County,05000US26071,13
Michigan,Isabella County,05000US26073,8.5
Michigan,Jackson County,05000US26075,11.3
Michigan,Kalamazoo County,05000US26077,7.8
Michigan,Kalkaska County,05000US26079,13
Michigan,Kent County,05000US26081,9.2
Michigan,Keweenaw County,05000US26083,12.6
Michigan,Lake County,05000US26085,13
Michigan,Lapeer County,05000US26087,10.7
Michigan,Leelanau County,05000US26089,12.7
Michigan,Lenawee County,05000US26091,11.2
Michigan,Livingston County,05000US26093,9
Michigan,Luce County,05000US26095,12
Michigan,Mackinac County,05000US26097,13.1
Michigan,Macomb County,05000US26099,9.9
Michigan,Manistee County,05000US26101,11.1
Michigan,Marquette County,05000US26103,10.1
Michigan,Mason County,05000US26105,11.3
Michigan,Mecosta County,05000US26107,10.2
Michigan,Menominee County,05000US26109,10.7
Michigan,Midland County,05000US26111,9.5
Michigan,Missaukee County,05000US26113,11.7
Michigan,Monroe County,05000US26115,11.1
Michigan,Montcalm County,05000US26117,11.2
Michigan,Montmorency County,05000US26119,12.5
Michigan,Muskegon County,05000US26121,12.4
Michigan,Newaygo County,05000US26123,10.6
Michigan,Oakland County,05000US26125,9.3
Michigan,Oceana County,05000US26127,13
Michigan,Ogemaw County,05000US26129,13.6
Michigan,Ontonagon County,05000US26131,13.3
Michigan,Osceola County,05000US26133,11.4
Michigan,Oscoda County,05000US26135,13
Michigan,Otsego County,05000US26137,11
Michigan,Ottawa County,05000US26139,7.8
Michigan,Presque Isle County,05000US26141,14
Michigan,Roscommon County,05000US26143,14.4
Michigan,Saginaw County,05000US26145,12.8
Michigan,St. Clair County,05000US26147,11.2
Michigan,St. Joseph County,05000US26149,10.8
Michigan,Sanilac County,05000US26151,10.2
Michigan,Schoolcraft County,05000US26153,12.6
Michigan,Shiawassee County,05000US26155,11.3
Michigan,Tuscola County,05000US26157,12.6
Michigan,Van Buren County,05000US26159,11.8
Michigan,Washtenaw County,05000US26161,7.6
Michigan,Wayne County,05000US26163,12
Michigan,Wexford County,05000US26165,11.2
Minnesota,Aitkin County,05000US27001,11.5
Minnesota,Anoka County,05000US27003,8
Minnesota,Becker County,05000US27005,8.9
